recall_at	dataset	method	param_name	param_value	recall	qps	source
100	msmarco	sindi	point	1000	0.69863	202.602	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/sindi.txt
100	msmarco	sindi	point	1500	0.73331	154.844	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/sindi.txt
100	msmarco	sindi	point	2000	0.75548	125.798	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/sindi.txt
100	msmarco	sindi	point	3000	0.78256	91.7847	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/sindi.txt
100	msmarco	sindi	point	5000	0.81473	59.5238	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/sindi.txt
100	msmarco	sindi	point	10000	0.85425	32.0885	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/sindi.txt
100	msmarco	hnsw_sindi	point	100	0.77605	223.93	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/hnsw_sindi.txt
100	msmarco	hnsw_sindi	point	150	0.86638	185.044	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/hnsw_sindi.txt
100	msmarco	hnsw_sindi	point	200	0.90536	156.685	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/hnsw_sindi.txt
100	msmarco	hnsw_sindi	point	300	0.93962	120.249	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/hnsw_sindi.txt
100	msmarco	hnsw_sindi	point	500	0.9663	82.5538	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/hnsw_sindi.txt
100	msmarco	fhg	ef_search	100	0.72346	305.951	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/fhg.txt
100	msmarco	fhg	ef_search	200	0.82103	189.767	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/fhg.txt
100	msmarco	fhg	ef_search	300	0.86656	139.646	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/fhg.txt
100	msmarco	fhg	ef_search	500	0.90528	93.3097	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/fhg.txt
100	msmarco	fhg	ef_search	1000	0.94332	51.513	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/fhg.txt
100	msmarco	uhg	ef_search	100	0.86541	268.882	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/uhg.txt
100	msmarco	uhg	ef_search	200	0.94397	164.118	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/uhg.txt
100	msmarco	uhg	ef_search	300	0.96255	118.337	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/uhg.txt
100	msmarco	uhg	ef_search	500	0.97565	75.0734	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/uhg.txt
100	msmarco	uhg	ef_search	1000	0.98637	39.5173	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/msmarco/uhg.txt
100	fever	hnsw	point	100	0.49394	206.837	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/hnsw.txt
100	fever	hnsw	point	200	0.64409	110.482	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/hnsw.txt
100	fever	hnsw	point	300	0.71621	76.0998	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/hnsw.txt
100	fever	hnsw	point	500	0.78786	47.5978	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/hnsw.txt
100	fever	hnsw	point	800	0.84116	31.037	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/hnsw.txt
100	fever	hnsw	point	1000	0.86191	25.3671	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/hnsw.txt
100	fever	sindi	point	1000	0.81031	158.643	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/sindi.txt
100	fever	sindi	point	1500	0.84507	124.714	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/sindi.txt
100	fever	sindi	point	2000	0.86694	102.547	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/sindi.txt
100	fever	sindi	point	3000	0.89344	76.3025	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/sindi.txt
100	fever	sindi	point	5000	0.92076	50.4108	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/sindi.txt
100	fever	sindi	point	10000	0.94794	27.5027	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/sindi.txt
100	fever	hnsw_sindi	point	100	0.74687	123.046	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/hnsw_sindi.txt
100	fever	hnsw_sindi	point	150	0.83814	95.6923	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/hnsw_sindi.txt
100	fever	hnsw_sindi	point	200	0.88538	78.7141	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/hnsw_sindi.txt
100	fever	hnsw_sindi	point	300	0.93057	58.414	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/hnsw_sindi.txt
100	fever	hnsw_sindi	point	500	0.96401	38.8712	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/hnsw_sindi.txt
100	fever	fhg	ef_search	100	0.77491	143.736	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/fhg.txt
100	fever	fhg	ef_search	200	0.87606	80.8145	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/fhg.txt
100	fever	fhg	ef_search	300	0.90863	57.8599	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/fhg.txt
100	fever	fhg	ef_search	500	0.93402	37.5565	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/fhg.txt
100	fever	fhg	ef_search	1000	0.9569	20.6222	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/fhg.txt
100	fever	uhg	ef_search	100	0.87909	118.287	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/uhg.txt
100	fever	uhg	ef_search	200	0.94115	65.587	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/uhg.txt
100	fever	uhg	ef_search	300	0.9613	46.5348	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/uhg.txt
100	fever	uhg	ef_search	500	0.97815	29.2625	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/uhg.txt
100	fever	uhg	ef_search	1000	0.98954	15.6073	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/fever/uhg.txt
100	dbpedia-entity	hnsw	point	100	0.566467	242.058	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/hnsw.txt
100	dbpedia-entity	hnsw	point	200	0.729165	130.406	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/hnsw.txt
100	dbpedia-entity	hnsw	point	300	0.794561	90.4613	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/hnsw.txt
100	dbpedia-entity	hnsw	point	500	0.853105	56.7988	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/hnsw.txt
100	dbpedia-entity	hnsw	point	800	0.89576	37.0808	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/hnsw.txt
100	dbpedia-entity	hnsw	point	1000	0.911649	30.1776	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/hnsw.txt
100	dbpedia-entity	sindi	point	1000	0.605675	246.906	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/sindi.txt
100	dbpedia-entity	sindi	point	1500	0.646788	182.305	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/sindi.txt
100	dbpedia-entity	sindi	point	2000	0.674754	143.738	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/sindi.txt
100	dbpedia-entity	sindi	point	3000	0.714026	101.857	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/sindi.txt
100	dbpedia-entity	sindi	point	5000	0.758758	64.9085	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/sindi.txt
100	dbpedia-entity	sindi	point	10000	0.806488	34.9422	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/sindi.txt
100	dbpedia-entity	hnsw_sindi	point	100	0.723812	179.747	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/hnsw_sindi.txt
100	dbpedia-entity	hnsw_sindi	point	150	0.822741	132.945	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/hnsw_sindi.txt
100	dbpedia-entity	hnsw_sindi	point	200	0.871285	105.94	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/hnsw_sindi.txt
100	dbpedia-entity	hnsw_sindi	point	300	0.917859	75.5705	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/hnsw_sindi.txt
100	dbpedia-entity	hnsw_sindi	point	500	0.951071	49.2759	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/hnsw_sindi.txt
100	dbpedia-entity	fhg	ef_search	100	0.814261	195.416	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/fhg.txt
100	dbpedia-entity	fhg	ef_search	200	0.878458	111.121	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/fhg.txt
100	dbpedia-entity	fhg	ef_search	300	0.905161	78.7148	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/fhg.txt
100	dbpedia-entity	fhg	ef_search	500	0.93651	50.0052	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/fhg.txt
100	dbpedia-entity	fhg	ef_search	1000	0.959615	26.9959	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/fhg.txt
100	dbpedia-entity	uhg	ef_search	100	0.875717	173.436	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/uhg.txt
100	dbpedia-entity	uhg	ef_search	200	0.937066	94.2439	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/uhg.txt
100	dbpedia-entity	uhg	ef_search	300	0.955974	65.4797	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/uhg.txt
100	dbpedia-entity	uhg	ef_search	500	0.971734	40.7898	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/uhg.txt
100	dbpedia-entity	uhg	ef_search	1000	0.98546	21.4354	/tbase-project/vsag/scripts/UHG/results/mixed_alpha/dbpedia-entity/uhg.txt
200	nq	hnsw	ef_search	200	0.5377	164.957	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/hnsw.txt
200	nq	hnsw	ef_search	400	0.699835	89.6824	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/hnsw.txt
200	nq	hnsw	ef_search	600	0.772895	63.5183	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/hnsw.txt
200	nq	hnsw	ef_search	1000	0.84377	40.559	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/hnsw.txt
200	nq	hnsw	ef_search	1600	0.890885	26.9057	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/hnsw.txt
200	nq	hnsw	ef_search	2000	0.908855	22.0828	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/hnsw.txt
200	nq	sindi	bk	2000	0.636165	124.19	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/sindi.txt
200	nq	sindi	bk	3000	0.681445	88.7146	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/sindi.txt
200	nq	sindi	bk	4000	0.71282	69.1351	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/sindi.txt
200	nq	sindi	bk	6000	0.751995	48.071	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/sindi.txt
200	nq	sindi	bk	10000	0.79885	29.979	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/sindi.txt
200	nq	sindi	bk	20000	0.85095	15.5247	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/sindi.txt
200	nq	hnsw_sindi	point	200	0.724225	118.737	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/hnsw_sindi.txt
200	nq	hnsw_sindi	point	300	0.826095	87.6157	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/hnsw_sindi.txt
200	nq	hnsw_sindi	point	400	0.878205	70.4241	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/hnsw_sindi.txt
200	nq	hnsw_sindi	point	600	0.92886	51.5896	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/hnsw_sindi.txt
200	nq	hnsw_sindi	point	1000	0.9656	33.7702	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/hnsw_sindi.txt
200	nq	fhg	ef_search	200	0.834595	140.635	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/fhg.txt
200	nq	fhg	ef_search	400	0.89481	79.9498	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/fhg.txt
200	nq	fhg	ef_search	600	0.920845	56.0648	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/fhg.txt
200	nq	fhg	ef_search	1000	0.94616	35.8289	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/fhg.txt
200	nq	fhg	ef_search	2000	0.96904	19.654	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/fhg.txt
200	nq	uhg	ef_search	200	0.889685	105.105	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/uhg.txt
200	nq	uhg	ef_search	400	0.945535	58.1213	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/uhg.txt
200	nq	uhg	ef_search	600	0.96537	40.6841	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/uhg.txt
200	nq	uhg	ef_search	1000	0.981005	25.9726	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/uhg.txt
200	nq	uhg	ef_search	2000	0.992315	14.1323	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/nq/uhg.txt
200	hotpotqa	hnsw	ef_search	200	0.49477	111.295	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/hnsw.txt
200	hotpotqa	hnsw	ef_search	400	0.657925	59.6832	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/hnsw.txt
200	hotpotqa	hnsw	ef_search	600	0.73669	41.6727	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/hnsw.txt
200	hotpotqa	hnsw	ef_search	1000	0.81689	26.6379	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/hnsw.txt
200	hotpotqa	hnsw	ef_search	1600	0.873355	17.6086	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/hnsw.txt
200	hotpotqa	hnsw	ef_search	2000	0.89462	14.5134	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/hnsw.txt
200	hotpotqa	sindi	bk	2000	0.7219	108.46	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/sindi.txt
200	hotpotqa	sindi	bk	3000	0.76623	79.815	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/sindi.txt
200	hotpotqa	sindi	bk	4000	0.79512	63.2509	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/sindi.txt
200	hotpotqa	sindi	bk	6000	0.83041	44.6856	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/sindi.txt
200	hotpotqa	sindi	bk	10000	0.868915	28.2905	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/sindi.txt
200	hotpotqa	sindi	bk	20000	0.910295	14.824	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/sindi.txt
200	hotpotqa	hnsw_sindi	point	200	0.722345	80.8545	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/hnsw_sindi.txt
200	hotpotqa	hnsw_sindi	point	300	0.828065	60.0561	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/hnsw_sindi.txt
200	hotpotqa	hnsw_sindi	point	400	0.883745	48.0616	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/hnsw_sindi.txt
200	hotpotqa	hnsw_sindi	point	600	0.936635	34.8355	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/hnsw_sindi.txt
200	hotpotqa	hnsw_sindi	point	1000	0.9718	22.8024	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/hnsw_sindi.txt
200	hotpotqa	fhg	ef_search	200	0.811285	90.8143	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/fhg.txt
200	hotpotqa	fhg	ef_search	400	0.88179	51.1519	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/fhg.txt
200	hotpotqa	fhg	ef_search	600	0.9132	36.259	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/fhg.txt
200	hotpotqa	fhg	ef_search	1000	0.94129	23.3445	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/fhg.txt
200	hotpotqa	fhg	ef_search	2000	0.966115	12.9585	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/fhg.txt
200	hotpotqa	uhg	ef_search	200	0.8764	71.875	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/uhg.txt
200	hotpotqa	uhg	ef_search	400	0.94123	39.3483	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/uhg.txt
200	hotpotqa	uhg	ef_search	600	0.963205	27.6096	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/uhg.txt
200	hotpotqa	uhg	ef_search	1000	0.980005	17.4167	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/uhg.txt
200	hotpotqa	uhg	ef_search	2000	0.99152	9.61545	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/hotpotqa/uhg.txt
200	msmarco	hnsw	ef_search	200	0.616325	258.196	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/hnsw.txt
200	msmarco	hnsw	ef_search	400	0.78463	138.163	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/hnsw.txt
200	msmarco	hnsw	ef_search	600	0.84501	95.349	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/hnsw.txt
200	msmarco	hnsw	ef_search	1000	0.8961	59.4813	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/hnsw.txt
200	msmarco	hnsw	ef_search	1600	0.926335	38.4709	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/hnsw.txt
200	msmarco	hnsw	ef_search	2000	0.938215	31.1845	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/hnsw.txt
200	msmarco	sindi	bk	2000	0.69257	124.368	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/sindi.txt
200	msmarco	sindi	bk	3000	0.726575	90.2589	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/sindi.txt
200	msmarco	sindi	bk	4000	0.749795	71.296	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/sindi.txt
200	msmarco	sindi	bk	6000	0.77988	50.3456	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/sindi.txt
200	msmarco	sindi	bk	10000	0.815565	31.8561	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/sindi.txt
200	msmarco	sindi	bk	20000	0.858765	16.7838	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/sindi.txt
200	msmarco	hnsw_sindi	point	200	0.777195	155.148	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/hnsw_sindi.txt
200	msmarco	hnsw_sindi	point	300	0.86615	80.0158	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/hnsw_sindi.txt
200	msmarco	hnsw_sindi	point	400	0.90541	65.4882	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/hnsw_sindi.txt
200	msmarco	hnsw_sindi	point	600	0.942635	50.2446	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/hnsw_sindi.txt
200	msmarco	hnsw_sindi	point	1000	0.96961	33.0517	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/hnsw_sindi.txt
200	msmarco	fhg	ef_search	200	0.785845	182.33	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/fhg.txt
200	msmarco	fhg	ef_search	400	0.867225	107.302	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/fhg.txt
200	msmarco	fhg	ef_search	600	0.899375	76.2267	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/fhg.txt
200	msmarco	fhg	ef_search	1000	0.928925	49.2362	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/fhg.txt
200	msmarco	fhg	ef_search	2000	0.951255	26.5579	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/fhg.txt
200	msmarco	uhg	ef_search	200	0.88421	162.455	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/uhg.txt
200	msmarco	uhg	ef_search	400	0.94968	91.2042	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/uhg.txt
200	msmarco	uhg	ef_search	600	0.965455	62.9231	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/uhg.txt
200	msmarco	uhg	ef_search	1000	0.977655	39.0602	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/uhg.txt
200	msmarco	uhg	ef_search	2000	0.98761	20.2046	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/msmarco/uhg.txt
200	fever	hnsw	ef_search	200	0.483595	108.342	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/hnsw.txt
200	fever	hnsw	ef_search	400	0.635525	57.7978	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/hnsw.txt
200	fever	hnsw	ef_search	600	0.709675	39.9126	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/hnsw.txt
200	fever	hnsw	ef_search	1000	0.785705	25.1827	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/hnsw.txt
200	fever	hnsw	ef_search	1600	0.842925	16.4554	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/hnsw.txt
200	fever	hnsw	ef_search	2000	0.86522	13.4756	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/hnsw.txt
200	fever	sindi	bk	2000	0.787135	84.7183	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/sindi.txt
200	fever	sindi	bk	3000	0.825365	64.1566	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/sindi.txt
200	fever	sindi	bk	4000	0.849035	46.3602	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/sindi.txt
200	fever	sindi	bk	6000	0.877965	32.847	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/sindi.txt
200	fever	sindi	bk	10000	0.90834	21.0639	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/sindi.txt
200	fever	sindi	bk	20000	0.939535	11.6142	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/sindi.txt
200	fever	hnsw_sindi	point	200	0.73548	54.6214	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/hnsw_sindi.txt
200	fever	hnsw_sindi	point	300	0.830515	40.3605	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/hnsw_sindi.txt
200	fever	hnsw_sindi	point	400	0.88002	35.6039	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/hnsw_sindi.txt
200	fever	hnsw_sindi	point	600	0.927835	30.3894	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/hnsw_sindi.txt
200	fever	hnsw_sindi	point	1000	0.96347	21.2112	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/hnsw_sindi.txt
200	fever	fhg	ef_search	200	0.82353	79.4975	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/fhg.txt
200	fever	fhg	ef_search	400	0.890385	44.4283	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/fhg.txt
200	fever	fhg	ef_search	600	0.91629	31.5383	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/fhg.txt
200	fever	fhg	ef_search	1000	0.93988	20.3174	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/fhg.txt
200	fever	fhg	ef_search	2000	0.962025	11.2415	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/fhg.txt
200	fever	uhg	ef_search	200	0.88503	64.7531	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/uhg.txt
200	fever	uhg	ef_search	400	0.94561	34.65	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/uhg.txt
200	fever	uhg	ef_search	600	0.96531	23.9627	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/uhg.txt
200	fever	uhg	ef_search	1000	0.98031	15.1406	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/uhg.txt
200	fever	uhg	ef_search	2000	0.991405	8.17361	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/fever/uhg.txt
200	dbpedia-entity	hnsw	ef_search	200	0.566638	127.247	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/hnsw.txt
200	dbpedia-entity	hnsw	ef_search	400	0.732206	67.5429	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/hnsw.txt
200	dbpedia-entity	hnsw	ef_search	600	0.799229	46.7736	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/hnsw.txt
200	dbpedia-entity	hnsw	ef_search	1000	0.860375	23.9328	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/hnsw.txt
200	dbpedia-entity	hnsw	ef_search	1600	0.901295	13.6788	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/hnsw.txt
200	dbpedia-entity	hnsw	ef_search	2000	0.916199	10.9918	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/hnsw.txt
200	dbpedia-entity	sindi	bk	2000	0.609625	142.018	/tbase-project/vsag/scripts/UHG/mixed_alpha/results/recall_200/dbpedia-entity/sindi.txt
